Team_Number,League,player,team,team_strength,team_std_dev,position_role,price,PPM,std_dev_PPM,final_PPM,final_seasonal_points
1,GER-Bundesliga,Lutsharel Geertruida,RB Leipzig,137.24,16.77,DF,11.8,8.642,2.67,5.235,178.0
1,GER-Bundesliga,Álex Grimaldo,Leverkusen,150.01,16.77,DF,22.4,21.324,2.67,12.588,428.0
1,GER-Bundesliga,Aljoscha Kemlein,Union Berlin,125.84,16.77,MF,7.3,2.722,3.495,2.618,89.0
1,GER-Bundesliga,Anthony Losilla,Bochum,118.62,16.77,MF,9.2,8.385,3.495,3.588,122.0
1,GER-Bundesliga,Can Uzun,Eint Frankfurt,152.49,16.77,MF,17.5,19.897,3.495,5.382,183.0
1,GER-Bundesliga,Marcel Sabitzer,Dortmund,153.35,16.77,MF,20.2,10.546,3.495,5.794,197.0
1,GER-Bundesliga,Nicolas Höfler,Freiburg,134.78,16.77,MF,12.5,7.643,3.495,3.235,110.0
1,GER-Bundesliga,Thomas Müller,Bayern Munich,175.53,16.77,MF,16.2,11.288,3.495,5.897,200.5
1,GER-Bundesliga,Andrej Ilic,Union Berlin,125.84,16.77,FW,4.0,0.073,4.755,6.044,205.5
1,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
1,GER-Bundesliga,Loïs Openda,RB Leipzig,137.24,16.77,FW,25.0,22.714,4.755,12.25,416.5
1,GER-Bundesliga,Vincenzo Grifo,Freiburg,134.78,16.77,FW,21.4,17.804,4.755,15.456,525.5
2,GER-Bundesliga,Timo Horn,Bochum,118.62,16.77,GK,4.0,0.185,2.878,2.353,80.0
2,GER-Bundesliga,Timon Weiner,Holstein Kiel,129.16,16.77,GK,12.1,8.165,2.878,2.838,96.5
2,GER-Bundesliga,Derrick Köhn,Werder Bremen,140.91,16.77,DF,18.5,9.428,2.67,6.221,211.5
2,GER-Bundesliga,El Chadaille Bitshiabu,RB Leipzig,137.24,16.77,DF,4.0,0.391,2.67,3.647,124.0
2,GER-Bundesliga,Leonidas Stergiou,Stuttgart,141.71,16.77,DF,10.2,2.585,2.67,3.765,128.0
2,GER-Bundesliga,Marnon Busch,Heidenheim,127.4,16.77,DF,8.4,2.375,2.67,5.309,180.5
2,GER-Bundesliga,Siebe Van Der Heyden,St. Pauli,118.85,16.77,DF,4.0,0.509,2.67,3.044,103.5
2,GER-Bundesliga,Stefan Lainer,Gladbach,142.41,16.77,DF,8.7,2.836,2.67,3.588,122.0
2,GER-Bundesliga,Andrej Kramarić,Hoffenheim,129.62,16.77,MF,21.6,19.394,3.495,17.103,581.5
2,GER-Bundesliga,Bence Dárdai,Wolfsburg,128.34,16.77,MF,4.0,0.634,3.495,4.971,169.0
2,GER-Bundesliga,Fabian Rieder,Stuttgart,141.71,16.77,MF,4.7,2.357,3.495,5.206,177.0
2,GER-Bundesliga,Jeong Woo-yeong,Union Berlin,125.84,16.77,MF,8.1,3.177,3.495,6.426,218.5
2,GER-Bundesliga,László Bénes,Union Berlin,125.84,16.77,MF,16.6,13.679,3.495,3.985,135.5
2,GER-Bundesliga,Xavi Simons,RB Leipzig,137.24,16.77,MF,23.3,16.63,3.495,14.265,485.0
2,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
2,GER-Bundesliga,Marco Grüll,Werder Bremen,140.91,16.77,FW,25.0,24.496,4.755,7.206,245.0
2,GER-Bundesliga,Maximilian Beier,Dortmund,153.35,16.77,FW,25.0,17.749,4.755,10.015,340.5
2,GER-Bundesliga,Serhou Guirassy,Dortmund,153.35,16.77,FW,23.9,20.916,4.755,18.265,621.0
3,GER-Bundesliga,Alexander Schwolow,Union Berlin,125.84,16.77,GK,4.0,0.14,2.878,0.559,19.0
3,GER-Bundesliga,Frederik Rønnow,Union Berlin,125.84,16.77,GK,15.4,8.091,2.878,8.118,276.0
3,GER-Bundesliga,David Nemeth,St. Pauli,118.85,16.77,DF,4.0,0.726,2.67,5.662,192.5
3,GER-Bundesliga,Jeremie Frimpong,Leverkusen,150.01,16.77,DF,21.3,15.302,2.67,12.206,415.0
3,GER-Bundesliga,Jonas Föhrenbach,Heidenheim,127.4,16.77,DF,15.8,8.585,2.67,6.206,211.0
3,GER-Bundesliga,Maximilian Mittelstädt,Stuttgart,141.71,16.77,DF,20.6,12.338,2.67,13.5,459.0
3,GER-Bundesliga,Patrick Erras,Holstein Kiel,129.16,16.77,DF,9.4,3.968,2.67,2.382,81.0
3,GER-Bundesliga,Siebe Van Der Heyden,St. Pauli,118.85,16.77,DF,4.0,0.509,2.67,3.044,103.5
3,GER-Bundesliga,Anthony Losilla,Bochum,118.62,16.77,MF,9.2,8.385,3.495,3.588,122.0
3,GER-Bundesliga,Can Uzun,Eint Frankfurt,152.49,16.77,MF,17.5,19.897,3.495,5.382,183.0
3,GER-Bundesliga,Fabian Rieder,Stuttgart,141.71,16.77,MF,4.7,2.357,3.495,5.206,177.0
3,GER-Bundesliga,Lewis Holtby,Holstein Kiel,129.16,16.77,MF,13.7,10.735,3.495,5.25,178.5
3,GER-Bundesliga,László Bénes,Union Berlin,125.84,16.77,MF,16.6,13.679,3.495,3.985,135.5
3,GER-Bundesliga,Xavi Simons,RB Leipzig,137.24,16.77,MF,23.3,16.63,3.495,14.265,485.0
3,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
3,GER-Bundesliga,Junior Adamu,Freiburg,134.78,16.77,FW,4.0,0.824,4.755,4.882,166.0
3,GER-Bundesliga,Marius Bülter,Hoffenheim,129.62,16.77,FW,14.3,7.072,4.755,10.059,342.0
3,GER-Bundesliga,Victor Boniface,Leverkusen,150.01,16.77,FW,24.0,15.04,4.755,7.162,243.5
4,GER-Bundesliga,Kevin Müller,Heidenheim,127.4,16.77,GK,14.9,7.844,2.878,6.397,217.5
4,GER-Bundesliga,Péter Gulácsi,RB Leipzig,137.24,16.77,GK,9.4,3.632,2.878,9.603,326.5
4,GER-Bundesliga,Dayot Upamecano,Bayern Munich,175.53,16.77,DF,14.2,5.327,2.67,6.162,209.5
4,GER-Bundesliga,El Chadaille Bitshiabu,RB Leipzig,137.24,16.77,DF,4.0,0.391,2.67,3.647,124.0
4,GER-Bundesliga,Jeremie Frimpong,Leverkusen,150.01,16.77,DF,21.3,15.302,2.67,12.206,415.0
4,GER-Bundesliga,Kilian Fischer,Wolfsburg,128.34,16.77,DF,4.0,1.174,2.67,7.588,258.0
4,GER-Bundesliga,Robert Skov,Union Berlin,125.84,16.77,DF,13.1,6.744,2.67,5.676,193.0
4,GER-Bundesliga,Tim Oermann,Bochum,118.62,16.77,DF,8.3,2.263,2.67,7.0,238.0
4,GER-Bundesliga,Aljoscha Kemlein,Union Berlin,125.84,16.77,MF,7.3,2.722,3.495,2.618,89.0
4,GER-Bundesliga,Anthony Losilla,Bochum,118.62,16.77,MF,9.2,8.385,3.495,3.588,122.0
4,GER-Bundesliga,Can Uzun,Eint Frankfurt,152.49,16.77,MF,17.5,19.897,3.495,5.382,183.0
4,GER-Bundesliga,Jeong Woo-yeong,Union Berlin,125.84,16.77,MF,8.1,3.177,3.495,6.426,218.5
4,GER-Bundesliga,Kevin Stöger,Gladbach,142.41,16.77,MF,25.0,21.364,3.495,9.985,339.5
4,GER-Bundesliga,Pascal Groß,Dortmund,153.35,16.77,MF,23.3,19.558,3.495,10.765,366.0
4,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
4,GER-Bundesliga,Lukas Nmecha,Wolfsburg,128.34,16.77,FW,4.0,0.657,4.755,3.603,122.5
4,GER-Bundesliga,Marius Bülter,Hoffenheim,129.62,16.77,FW,14.3,7.072,4.755,10.059,342.0
4,GER-Bundesliga,Serhou Guirassy,Dortmund,153.35,16.77,FW,23.9,20.916,4.755,18.265,621.0
5,GER-Bundesliga,Kevin Trapp,Eint Frankfurt,152.49,16.77,GK,17.6,7.751,2.878,6.897,234.5
5,GER-Bundesliga,Thomas Dähne,Holstein Kiel,129.16,16.77,GK,4.0,0.514,2.878,1.691,57.5
5,GER-Bundesliga,Christopher Trimmel,Union Berlin,125.84,16.77,DF,8.6,7.319,2.67,7.25,246.5
5,GER-Bundesliga,Diogo Leite,Union Berlin,125.84,16.77,DF,14.7,7.968,2.67,9.338,317.5
5,GER-Bundesliga,Keven Schlotterbeck,Augsburg,124.93,16.77,DF,15.9,8.372,2.67,5.603,190.5
5,GER-Bundesliga,Lutsharel Geertruida,RB Leipzig,137.24,16.77,DF,11.8,8.642,2.67,5.235,178.0
5,GER-Bundesliga,Nnamdi Collins,Eint Frankfurt,152.49,16.77,DF,4.0,0.293,2.67,5.132,174.5
5,GER-Bundesliga,Tom Rothe,Union Berlin,125.84,16.77,DF,11.0,9.234,2.67,8.221,279.5
5,GER-Bundesliga,Can Uzun,Eint Frankfurt,152.49,16.77,MF,17.5,19.897,3.495,5.382,183.0
5,GER-Bundesliga,Granit Xhaka,Leverkusen,150.01,16.77,MF,18.3,9.774,3.495,9.618,327.0
5,GER-Bundesliga,Mario Götze,Eint Frankfurt,152.49,16.77,MF,18.3,9.481,3.495,7.338,249.5
5,GER-Bundesliga,Mert Kömür,Augsburg,124.93,16.77,MF,4.0,0.992,3.495,3.809,129.5
5,GER-Bundesliga,Patrick Osterhage,Freiburg,134.78,16.77,MF,15.9,7.381,3.495,6.868,233.5
5,GER-Bundesliga,Tom Bischof,Hoffenheim,129.62,16.77,MF,4.0,1.732,3.495,14.25,484.5
5,GER-Bundesliga,Deniz Undav,Stuttgart,141.71,16.77,FW,25.0,18.73,4.755,10.809,367.5
5,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
5,GER-Bundesliga,Marco Grüll,Werder Bremen,140.91,16.77,FW,25.0,24.496,4.755,7.206,245.0
5,GER-Bundesliga,Myron Boadu,Bochum,118.62,16.77,FW,4.0,1.494,4.755,7.074,240.5
6,GER-Bundesliga,Jonas Omlin,Gladbach,142.41,16.77,GK,8.0,0.95,2.878,2.044,69.5
6,GER-Bundesliga,Thomas Dähne,Holstein Kiel,129.16,16.77,GK,4.0,0.514,2.878,1.691,57.5
6,GER-Bundesliga,Carl Johansson,Holstein Kiel,129.16,16.77,DF,6.4,1.375,2.67,1.441,49.0
6,GER-Bundesliga,Christian Günter,Freiburg,134.78,16.77,DF,10.1,4.387,2.67,9.176,312.0
6,GER-Bundesliga,Dominik Kohr,Mainz 05,140.51,16.77,DF,15.8,8.06,2.67,8.25,280.5
6,GER-Bundesliga,Finn Porath,Holstein Kiel,129.16,16.77,DF,13.7,8.202,2.67,9.309,316.5
6,GER-Bundesliga,Nnamdi Collins,Eint Frankfurt,152.49,16.77,DF,4.0,0.293,2.67,5.132,174.5
6,GER-Bundesliga,Tom Rothe,Union Berlin,125.84,16.77,DF,11.0,9.234,2.67,8.221,279.5
6,GER-Bundesliga,Andrej Kramarić,Hoffenheim,129.62,16.77,MF,21.6,19.394,3.495,17.103,581.5
6,GER-Bundesliga,Anthony Losilla,Bochum,118.62,16.77,MF,9.2,8.385,3.495,3.588,122.0
6,GER-Bundesliga,Jackson Irvine,St. Pauli,118.85,16.77,MF,15.6,10.105,3.495,9.0,306.0
6,GER-Bundesliga,Julian Brandt,Dortmund,153.35,16.77,MF,23.5,15.179,3.495,12.279,417.5
6,GER-Bundesliga,Pascal Groß,Dortmund,153.35,16.77,MF,23.3,19.558,3.495,10.765,366.0
6,GER-Bundesliga,Steven Skrzybski,Holstein Kiel,129.16,16.77,MF,14.8,11.352,3.495,8.721,296.5
6,GER-Bundesliga,Danel Sinani,St. Pauli,118.85,16.77,FW,4.0,0.626,4.755,6.279,213.5
6,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
6,GER-Bundesliga,Max Moerstedt,Hoffenheim,129.62,16.77,FW,4.0,0.056,4.755,1.765,60.0
6,GER-Bundesliga,Serhou Guirassy,Dortmund,153.35,16.77,FW,23.9,20.916,4.755,18.265,621.0
7,GER-Bundesliga,Lukáš Hrádecký,Leverkusen,150.01,16.77,GK,18.1,10.546,2.878,6.206,211.0
7,GER-Bundesliga,Patrick Drewes,Bochum,118.62,16.77,GK,11.2,5.332,2.878,3.25,110.5
7,GER-Bundesliga,Christopher Trimmel,Union Berlin,125.84,16.77,DF,8.6,7.319,2.67,7.25,246.5
7,GER-Bundesliga,El Chadaille Bitshiabu,RB Leipzig,137.24,16.77,DF,4.0,0.391,2.67,3.647,124.0
7,GER-Bundesliga,Jakov Medić,Bochum,118.62,16.77,DF,4.0,0.844,2.67,4.853,165.0
7,GER-Bundesliga,Jeremie Frimpong,Leverkusen,150.01,16.77,DF,21.3,15.302,2.67,12.206,415.0
7,GER-Bundesliga,Lutsharel Geertruida,RB Leipzig,137.24,16.77,DF,11.8,8.642,2.67,5.235,178.0
7,GER-Bundesliga,Matthias Ginter,Freiburg,134.78,16.77,DF,12.0,5.155,2.67,7.882,268.0
7,GER-Bundesliga,Aljoscha Kemlein,Union Berlin,125.84,16.77,MF,7.3,2.722,3.495,2.618,89.0
7,GER-Bundesliga,Bence Dárdai,Wolfsburg,128.34,16.77,MF,4.0,0.634,3.495,4.971,169.0
7,GER-Bundesliga,Paul Nebel,Mainz 05,140.51,16.77,MF,20.1,13.067,3.495,13.824,470.0
7,GER-Bundesliga,Thomas Müller,Bayern Munich,175.53,16.77,MF,16.2,11.288,3.495,5.897,200.5
7,GER-Bundesliga,Tom Bischof,Hoffenheim,129.62,16.77,MF,4.0,1.732,3.495,14.25,484.5
7,GER-Bundesliga,Xavi Simons,RB Leipzig,137.24,16.77,MF,23.3,16.63,3.495,14.265,485.0
7,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
7,GER-Bundesliga,Loïs Openda,RB Leipzig,137.24,16.77,FW,25.0,22.714,4.755,12.25,416.5
7,GER-Bundesliga,Serge Gnabry,Bayern Munich,175.53,16.77,FW,4.0,3.353,4.755,8.824,300.0
7,GER-Bundesliga,Vincenzo Grifo,Freiburg,134.78,16.77,FW,21.4,17.804,4.755,15.456,525.5
8,GER-Bundesliga,Alexander Schwolow,Union Berlin,125.84,16.77,GK,4.0,0.14,2.878,0.559,19.0
8,GER-Bundesliga,Moritz Nicolas,Gladbach,142.41,16.77,GK,12.2,5.682,2.878,4.559,155.0
8,GER-Bundesliga,Benedikt Gimber,Heidenheim,127.4,16.77,DF,11.2,5.225,2.67,7.191,244.5
8,GER-Bundesliga,Carl Johansson,Holstein Kiel,129.16,16.77,DF,6.4,1.375,2.67,1.441,49.0
8,GER-Bundesliga,Eric Smith,St. Pauli,118.85,16.77,DF,12.7,6.386,2.67,9.809,333.5
8,GER-Bundesliga,Joe Scally,Gladbach,142.41,16.77,DF,17.2,8.971,2.67,7.485,254.5
8,GER-Bundesliga,Jonas Föhrenbach,Heidenheim,127.4,16.77,DF,15.8,8.585,2.67,6.206,211.0
8,GER-Bundesliga,Maxim Leitsch,Mainz 05,140.51,16.77,DF,4.0,0.978,2.67,2.309,78.5
8,GER-Bundesliga,Can Uzun,Eint Frankfurt,152.49,16.77,MF,17.5,19.897,3.495,5.382,183.0
8,GER-Bundesliga,Fabian Rieder,Stuttgart,141.71,16.77,MF,4.7,2.357,3.495,5.206,177.0
8,GER-Bundesliga,Mario Götze,Eint Frankfurt,152.49,16.77,MF,18.3,9.481,3.495,7.338,249.5
8,GER-Bundesliga,Pascal Groß,Dortmund,153.35,16.77,MF,23.3,19.558,3.495,10.765,366.0
8,GER-Bundesliga,Steven Skrzybski,Holstein Kiel,129.16,16.77,MF,14.8,11.352,3.495,8.721,296.5
8,GER-Bundesliga,Thomas Müller,Bayern Munich,175.53,16.77,MF,16.2,11.288,3.495,5.897,200.5
8,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
8,GER-Bundesliga,Marvin Pieringer,Heidenheim,127.4,16.77,FW,14.2,6.902,4.755,10.618,361.0
8,GER-Bundesliga,Serge Gnabry,Bayern Munich,175.53,16.77,FW,4.0,3.353,4.755,8.824,300.0
8,GER-Bundesliga,Serhou Guirassy,Dortmund,153.35,16.77,FW,23.9,20.916,4.755,18.265,621.0
9,GER-Bundesliga,Oliver Baumann,Hoffenheim,129.62,16.77,GK,16.3,7.875,2.878,6.118,208.0
9,GER-Bundesliga,Timo Horn,Bochum,118.62,16.77,GK,4.0,0.185,2.878,2.353,80.0
9,GER-Bundesliga,Christopher Trimmel,Union Berlin,125.84,16.77,DF,8.6,7.319,2.67,7.25,246.5
9,GER-Bundesliga,Edmond Tapsoba,Leverkusen,150.01,16.77,DF,11.8,5.309,2.67,6.015,204.5
9,GER-Bundesliga,Gerrit Holtmann,Bochum,118.62,16.77,DF,4.0,1.505,2.67,6.912,235.0
9,GER-Bundesliga,Lukas Kübler,Freiburg,134.78,16.77,DF,13.2,6.794,2.67,9.794,333.0
9,GER-Bundesliga,Maximilian Mittelstädt,Stuttgart,141.71,16.77,DF,20.6,12.338,2.67,13.5,459.0
9,GER-Bundesliga,Ramy Bensebaini,Dortmund,153.35,16.77,DF,11.4,3.856,2.67,8.412,286.0
9,GER-Bundesliga,Anthony Losilla,Bochum,118.62,16.77,MF,9.2,8.385,3.495,3.588,122.0
9,GER-Bundesliga,Dennis Geiger,Hoffenheim,129.62,16.77,MF,4.0,0.056,3.495,2.044,69.5
9,GER-Bundesliga,Julian Brandt,Dortmund,153.35,16.77,MF,23.5,15.179,3.495,12.279,417.5
9,GER-Bundesliga,Mattias Svanberg,Wolfsburg,128.34,16.77,MF,16.0,7.396,3.495,6.015,204.5
9,GER-Bundesliga,Mert Kömür,Augsburg,124.93,16.77,MF,4.0,0.992,3.495,3.809,129.5
9,GER-Bundesliga,Pascal Groß,Dortmund,153.35,16.77,MF,23.3,19.558,3.495,10.765,366.0
9,GER-Bundesliga,Andrej Ilic,Union Berlin,125.84,16.77,FW,4.0,0.073,4.755,6.044,205.5
9,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
9,GER-Bundesliga,Marco Grüll,Werder Bremen,140.91,16.77,FW,25.0,24.496,4.755,7.206,245.0
9,GER-Bundesliga,Omar Marmoush,Eint Frankfurt,152.49,16.77,FW,24.7,15.92,4.755,16.353,556.0
10,GER-Bundesliga,Matej Kovar,Leverkusen,150.01,16.77,GK,4.0,0.503,2.878,1.691,57.5
10,GER-Bundesliga,Thomas Dähne,Holstein Kiel,129.16,16.77,GK,4.0,0.514,2.878,1.691,57.5
10,GER-Bundesliga,Dominik Kohr,Mainz 05,140.51,16.77,DF,15.8,8.06,2.67,8.25,280.5
10,GER-Bundesliga,Karol Mets,St. Pauli,118.85,16.77,DF,11.2,5.04,2.67,2.235,76.0
10,GER-Bundesliga,Maxim Leitsch,Mainz 05,140.51,16.77,DF,4.0,0.978,2.67,2.309,78.5
10,GER-Bundesliga,Maximilian Wittek,Bochum,118.62,16.77,DF,15.2,7.335,2.67,10.882,370.0
10,GER-Bundesliga,Nordi Mukiele,Leverkusen,150.01,16.77,DF,12.1,2.414,2.67,3.971,135.0
10,GER-Bundesliga,Álex Grimaldo,Leverkusen,150.01,16.77,DF,22.4,21.324,2.67,12.588,428.0
10,GER-Bundesliga,Ansgar Knauff,Eint Frankfurt,152.49,16.77,MF,22.0,11.272,3.495,8.809,299.5
10,GER-Bundesliga,Fabian Rieder,Stuttgart,141.71,16.77,MF,4.7,2.357,3.495,5.206,177.0
10,GER-Bundesliga,João Palhinha,Bayern Munich,175.53,16.77,MF,25.0,17.649,3.495,2.382,81.0
10,GER-Bundesliga,László Bénes,Union Berlin,125.84,16.77,MF,16.6,13.679,3.495,3.985,135.5
10,GER-Bundesliga,Nicolai Remberg,Holstein Kiel,129.16,16.77,MF,11.3,6.51,3.495,6.324,215.0
10,GER-Bundesliga,Paul Nebel,Mainz 05,140.51,16.77,MF,20.1,13.067,3.495,13.824,470.0
10,GER-Bundesliga,Harry Kane,Bayern Munich,175.53,16.77,FW,25.0,31.207,4.755,24.324,827.0
10,GER-Bundesliga,Loïs Openda,RB Leipzig,137.24,16.77,FW,25.0,22.714,4.755,12.25,416.5
10,GER-Bundesliga,Max Moerstedt,Hoffenheim,129.62,16.77,FW,4.0,0.056,4.755,1.765,60.0
10,GER-Bundesliga,Serge Gnabry,Bayern Munich,175.53,16.77,FW,4.0,3.353,4.755,8.824,300.0
1,BEL-Jupiler Pro League,Nick Shinton,Beerschot,95.47,11.07,GK,12.6,6.449,2.752,3.474,135.5
1,BEL-Jupiler Pro League,Warleson,Cercle Brugge,108.01,11.07,GK,16.5,8.669,2.752,1.064,41.5
1,BEL-Jupiler Pro League,Aiham Ousou,Charleroi,106.22,11.07,DF,4.0,0.998,2.137,4.91,191.5
1,BEL-Jupiler Pro League,Daam Foulon,Mechelen,108.47,11.07,DF,20.9,10.419,2.137,6.821,266.0
1,BEL-Jupiler Pro League,Kobe Corbanie,Antwerp,108.96,11.07,DF,4.0,1.376,2.137,3.59,140.0
1,BEL-Jupiler Pro League,Loïc Mbe Soh,Beerschot,95.47,11.07,DF,7.1,2.439,2.137,4.128,161.0
1,BEL-Jupiler Pro League,Takahiro Akimoto,OH Leuven,90.37,11.07,DF,4.0,0.67,2.137,5.59,218.0
1,BEL-Jupiler Pro League,Vetle Dragsnes,Charleroi,106.22,11.07,DF,15.6,6.919,2.137,5.974,233.0
1,BEL-Jupiler Pro League,Etienne Camara,Charleroi,106.22,11.07,MF,4.0,0.694,2.675,2.859,111.5
1,BEL-Jupiler Pro League,Hugo Vetlesen,Club Brugge,126.42,11.07,MF,16.6,6.838,2.675,4.321,168.5
1,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
1,BEL-Jupiler Pro League,Mario Stroeykens,Anderlecht,111.6,11.07,MF,15.5,8.346,2.675,7.038,274.5
1,BEL-Jupiler Pro League,Theo Leoni,Anderlecht,111.6,11.07,MF,21.1,9.652,2.675,5.038,196.5
1,BEL-Jupiler Pro League,Thomas Van den Keybus,Westerlo,112.47,11.07,MF,17.5,5.492,2.675,2.615,102.0
1,BEL-Jupiler Pro League,Andreas Skov Olsen,Club Brugge,126.42,11.07,FW,24.6,13.542,2.967,7.859,306.5
1,BEL-Jupiler Pro League,Bruny Nsimba,Dender,95.47,11.07,FW,19.7,9.96,2.967,7.641,298.0
1,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
1,BEL-Jupiler Pro League,Noah Adedeji,Genk,118.85,11.07,FW,14.9,9.029,2.967,4.667,182.0
2,BEL-Jupiler Pro League,Davor Matijas,Beerschot,95.47,11.07,GK,12.7,7.17,2.752,1.551,60.5
2,BEL-Jupiler Pro League,Davy Roef,Gent,100.92,11.07,GK,13.9,4.537,2.752,7.551,294.5
2,BEL-Jupiler Pro League,Derrick Tshimanga,Beerschot,95.47,11.07,DF,8.4,4.17,2.137,3.064,119.5
2,BEL-Jupiler Pro League,Mark Mampasi,Kortrijk,90.51,11.07,DF,15.1,4.038,2.137,2.603,101.5
2,BEL-Jupiler Pro League,Rafik Belghali,Mechelen,108.47,11.07,DF,4.0,1.742,2.137,5.744,224.0
2,BEL-Jupiler Pro League,Roman Neustädter,Westerlo,112.47,11.07,DF,10.5,5.21,2.137,3.782,147.5
2,BEL-Jupiler Pro League,Tiago Araújo,Gent,100.92,11.07,DF,12.5,6.975,2.137,2.782,108.5
2,BEL-Jupiler Pro League,Toby Alderweireld,Antwerp,108.96,11.07,DF,14.8,9.181,2.137,6.692,261.0
2,BEL-Jupiler Pro League,Ar'jany Martha,Beerschot,95.47,11.07,MF,4.7,1.369,2.675,2.449,95.5
2,BEL-Jupiler Pro League,Ardon Jashari,Club Brugge,126.42,11.07,MF,18.0,10.735,2.675,6.769,264.0
2,BEL-Jupiler Pro League,Dogucan Haspolat,Westerlo,112.47,11.07,MF,11.2,1.888,2.675,11.91,464.5
2,BEL-Jupiler Pro League,Mario Stroeykens,Anderlecht,111.6,11.07,MF,15.5,8.346,2.675,7.038,274.5
2,BEL-Jupiler Pro League,Mathias Delorge,Gent,100.92,11.07,MF,19.1,8.816,2.675,7.962,310.5
2,BEL-Jupiler Pro League,Tjaronn Chery,Antwerp,108.96,11.07,MF,6.5,4.859,2.675,14.628,570.5
2,BEL-Jupiler Pro League,Anders Dreyer,Anderlecht,111.6,11.07,FW,25.0,15.669,2.967,6.833,266.5
2,BEL-Jupiler Pro League,Andi Zeqiri,Standard Liège,95.56,11.07,FW,13.3,3.402,2.967,9.115,355.5
2,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
2,BEL-Jupiler Pro League,Kévin Denkey,Cercle Brugge,108.01,11.07,FW,25.0,16.087,2.967,7.346,286.5
3,BEL-Jupiler Pro League,Mike Penders,Genk,118.85,11.07,GK,12.0,8.436,2.752,2.449,95.5
3,BEL-Jupiler Pro League,Warleson,Cercle Brugge,108.01,11.07,GK,16.5,8.669,2.752,1.064,41.5
3,BEL-Jupiler Pro League,Bryan Reynolds,Westerlo,112.47,11.07,DF,18.8,7.444,2.137,7.269,283.5
3,BEL-Jupiler Pro League,Daam Foulon,Mechelen,108.47,11.07,DF,20.9,10.419,2.137,6.821,266.0
3,BEL-Jupiler Pro League,Haruya Fujii,Kortrijk,90.51,11.07,DF,4.0,1.157,2.137,3.679,143.5
3,BEL-Jupiler Pro League,Ibrahim Diakité,Cercle Brugge,108.01,11.07,DF,6.6,1.681,2.137,4.885,190.5
3,BEL-Jupiler Pro League,Loïc Lapoussin,Union SG,111.6,11.07,DF,22.5,10.433,2.137,2.359,92.0
3,BEL-Jupiler Pro League,Žan Rogelj,Charleroi,106.22,11.07,DF,16.1,7.444,2.137,2.744,107.0
3,BEL-Jupiler Pro League,Dennis Praet,Antwerp,108.96,11.07,MF,6.5,0.907,2.675,3.064,119.5
3,BEL-Jupiler Pro League,Franck Surdez,Gent,100.92,11.07,MF,4.0,0.28,2.675,6.115,238.5
3,BEL-Jupiler Pro League,Hans Vanaken,Club Brugge,126.42,11.07,MF,19.7,10.46,2.675,12.038,469.5
3,BEL-Jupiler Pro League,Hugo Vetlesen,Club Brugge,126.42,11.07,MF,16.6,6.838,2.675,4.321,168.5
3,BEL-Jupiler Pro League,Konstantinos Karetsas,Genk,118.85,11.07,MF,13.4,10.032,2.675,6.103,238.0
3,BEL-Jupiler Pro League,Marco Ilaimaharitra,Kortrijk,90.51,11.07,MF,17.9,8.122,2.675,1.808,70.5
3,BEL-Jupiler Pro League,Ayouba Kosiah,Beerschot,95.47,11.07,FW,4.0,1.764,2.967,1.769,69.0
3,BEL-Jupiler Pro League,Christos Tzolis,Club Brugge,126.42,11.07,FW,16.0,15.903,2.967,12.051,470.0
3,BEL-Jupiler Pro League,Kévin Denkey,Cercle Brugge,108.01,11.07,FW,25.0,16.087,2.967,7.346,286.5
3,BEL-Jupiler Pro League,Michał Skóraś,Club Brugge,126.42,11.07,FW,4.0,2.606,2.967,3.013,117.5
4,BEL-Jupiler Pro League,Gavin Bazunu,Standard Liège,95.56,11.07,GK,8.1,3.464,2.752,0.808,31.5
4,BEL-Jupiler Pro League,Warleson,Cercle Brugge,108.01,11.07,GK,16.5,8.669,2.752,1.064,41.5
4,BEL-Jupiler Pro League,Boli Bolingoli-Mbombo,Standard Liège,95.56,11.07,DF,4.0,0.348,2.137,1.385,54.0
